Year,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness_1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Life_expectancy,Year_Anomaly_ZScore,Adult_Mortality_Anomaly_ZScore,infant_deaths_Anomaly_ZScore,Alcohol_Anomaly_ZScore,percentage_expenditure_Anomaly_ZScore,Hepatitis_B_Anomaly_ZScore,Measles_Anomaly_ZScore,BMI_Anomaly_ZScore,under_five_deaths_Anomaly_ZScore,Polio_Anomaly_ZScore,Total_expenditure_Anomaly_ZScore,Diphtheria_Anomaly_ZScore,HIV_AIDS_Anomaly_ZScore,GDP_Anomaly_ZScore,Population_Anomaly_ZScore,thinness_1_19_years_Anomaly_ZScore,thinness_5_9_years_Anomaly_ZScore,Income_composition_of_resources_Anomaly_ZScore,Schooling_Anomaly_ZScore,Life_expectancy_Anomaly_ZScore,Year_Anomaly_IQR,Adult_Mortality_Anomaly_IQR,infant_deaths_Anomaly_IQR,Alcohol_Anomaly_IQR,percentage_expenditure_Anomaly_IQR,Hepatitis_B_Anomaly_IQR,Measles_Anomaly_IQR,BMI_Anomaly_IQR,under_five_deaths_Anomaly_IQR,Polio_Anomaly_IQR,Total_expenditure_Anomaly_IQR,Diphtheria_Anomaly_IQR,HIV_AIDS_Anomaly_IQR,GDP_Anomaly_IQR,Population_Anomaly_IQR,thinness_1_19_years_Anomaly_IQR,thinness_5_9_years_Anomaly_IQR,Income_composition_of_resources_Anomaly_IQR,Schooling_Anomaly_IQR,Life_expectancy_Anomaly_IQR
2012,183,129,0.080000000000000000,254.46882570000000000,83,15489,24.7000000000000000,154,84,2.9000000000000000,83,0.3000000000000000,3687.9539960000002000,248883232.0000000000,1.5000000000000000,1.4000000000000000,0.66900000000000004,12.6000000000000000,68.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2006,191,159,0.060000000000000000,72.01593160000000200,66,20422,19.7000000000000000,194,78,2.9100000000000000,72,0.1000000000000000,1586.2539999999999000,22983822.0000000000,1.8000000000000000,1.8000000000000000,0.63200000000000001,10.9000000000000000,67.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2014,83,19,0.010000000000000000,0E-17,99,99,58.5000000000000000,22,99,6.8900000000000000,99,0.1000000000000000,null,null,8.3000000000000007,8.4000000000000000,0.77000000000000000,14.9000000000000000,75.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,139,26,0.020000000000000000,0E-17,98,220,49.4000000000000000,30,99,5.9500000000000000,98,0.1000000000000000,null,null,7.4000000000000000,7.7000000000000000,0.69199999999999995,11.4000000000000000,72.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,147,32,0.010000000000000000,429.66250830000001000,61,15,57.2000000000000000,39,7,5.2600000000000000,69,0.1000000000000000,6651.1224199999997000,32776571.0000000000,5.3000000000000000,5.0999999999999996,0.65600000000000003,10.5000000000000000,76.000000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2006,78,0,13.440000000000000000,9126.93117800000070000,92,87,55.8000000000000000,0,91,7.2200000000000000,91,0.1000000000000000,54326.9712999999970000,4273591.0000000000,0.3000000000000000,0.2000000000000000,0.89600000000000002,17.6000000000000010,79.000000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,58,2,7.350000000000000000,483.19168439999999000,96,0,62.6000000000000000,2,96,9.2200000000000006,96,0.1000000000000000,3537.2744100000000000,6233948.0000000000,0.5000000000000000,0.6000000000000000,0.87600000000000000,16.5000000000000000,82.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,6,2,7.490000000000000000,4793.90492400000040000,96,376,62.1000000000000000,2,96,9.2799999999999994,97,0.1000000000000000,34814.1243600000020000,59539717.0000000000,0.5000000000000000,0.6000000000000000,0.87700000000000000,16.6000000000000010,82.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2005,66,2,8.650000000000000000,4506.25596299999960000,96,135,58.2000000000000000,2,97,8.7100000000000009,95,0.1000000000000000,31959.2621499999990000,57969484.0000000000,0.5000000000000000,0.5000000000000000,0.85099999999999998,15.8000000000000000,88.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2002,72,2,9.250000000000000000,2883.33491099999990000,95,9385,56.4000000000000000,3,96,8.2300000000000000,93,0.1000000000000000,22196.5736000000000000,57597.0000000000,0.5000000000000000,0.5000000000000000,0.83599999999999997,15.2000000000000000,80.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,64,3,7.090000000000000000,899.17852849999997000,92,741,26.4000000000000000,4,99,9.5100000000000000,97,0.1000000000000000,4855.1756400000004000,12847.0000000000,1.8000000000000000,1.6000000000000000,0.88100000000000001,15.0000000000000000,83.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,66,3,7.110000000000000000,7313.17541799999980000,92,11015,25.9000000000000000,4,98,8.6000000000000000,98,0.1000000000000000,39339.2975700000020000,12863.0000000000,1.8000000000000000,1.5000000000000000,0.88000000000000000,15.0000000000000000,82.700000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,68,3,7.490000000000000000,6502.13697400000000000,92,520,24.9000000000000000,4,95,8.1900000000000000,98,0.1000000000000000,35433.9889600000020000,127854.0000000000,1.7000000000000000,1.5000000000000000,0.87300000000000000,14.9000000000000000,82.400000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,68,3,7.700000000000000000,6746.28129900000020000,92,8752,23.8000000000000000,4,97,8.3000000000000007,99,0.1000000000000000,37688.7223400000000000,127761.0000000000,1.7000000000000000,1.4000000000000000,0.86599999999999999,14.8000000000000000,82.100000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,198,4,null,0E-17,98,526,53.1000000000000000,5,98,null,98,0.1000000000000000,159.9816999999999900,17544126.0000000000,2.4000000000000000,2.5000000000000000,0.79300000000000004,15.0000000000000000,72.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,263,59,1.810000000000000000,154.22696970000001000,94,0,2.1000000000000000,84,94,5.4900000000000000,94,3.0000000000000000,1155.2582000000000000,43646629.0000000000,8.0000000000000000,7.8000000000000000,0.53600000000000003,11.1000000000000000,62.100000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2013,22,0,0.010000000000000000,137.25919429999999000,95,0,76.7000000000000000,0,91,1.1499999999999999,95,0.1000000000000000,1724.3617369999999000,18535.0000000000,0.1000000000000000,0.1000000000000000,0.58899999999999997,11.9000000000000000,65.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,27,0,0.480000000000000000,18.21661422000000000,91,0,75.2000000000000000,0,95,1.5200000000000000,91,0.1000000000000000,1493.1650999999999000,12652.0000000000,0.1000000000000000,0.1000000000000000,0.58399999999999996,11.9000000000000000,65.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,81,0,null,0E-17,99,18,71.4000000000000060,1,99,null,99,0.1000000000000000,28975.4180000000010000,null,3.5000000000000000,3.4000000000000000,0.79900000000000004,13.3000000000000000,74.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,166,3,null,0E-17,97,17779,44.9000000000000000,3,97,null,97,0.1000000000000000,null,null,3.3000000000000000,3.4000000000000000,0.66200000000000003,13.0000000000000000,71.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,221,0,12.120000000000000000,170.98841379999999000,91,0,57.7000000000000000,0,94,7.1000000000000000,94,0.1000000000000000,1444.1588999999999000,22325.0000000000,2.4000000000000000,2.4000000000000000,0.81399999999999995,16.2000000000000000,78.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,13,1,2.100000000000000000,618.36148579999997000,75,213,6.2000000000000000,1,74,8.9100000000000000,75,0.1000000000000000,5424.2235600000004000,3863267.0000000000,4.7000000000000000,4.5999999999999996,0E-17,14.2000000000000000,73.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,654,5,2.610000000000000000,71.15577609000000300,91,1,27.9000000000000000,6,88,7.1200000000000000,89,34.1000000000000000,915.7757540000000100,1965662.0000000000,8.8000000000000007,8.6999999999999993,0.43700000000000000,10.7000000000000000,45.300000000000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,286,10,4.030000000000000000,3.68689928700000010,92,1,22.9000000000000000,14,67,1.2400000000000000,65,2.8000000000000000,21.3733292000000010,3512932.0000000000,7.9000000000000000,7.8000000000000000,0.38300000000000001,9.9000000000000000,57.900000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,24,0,12.100000000000000000,76.36187737000000200,94,1,58.1000000000000000,0,9,5.6700000000000000,94,0.1000000000000000,676.9669979999999900,337775.0000000000,3.1000000000000000,3.1000000000000000,0.79200000000000004,16.3000000000000000,71.599999999999994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,21,0,10.199999999999999000,42.87208670999999800,95,7,57.2000000000000000,0,97,6.2600000000000000,95,0.1000000000000000,353.1473369999999900,347818.0000000000,3.3000000000000000,3.3000000000000000,0.75700000000000001,14.7000000000000000,71.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,82,0,11.750000000000000000,267.05131200000000000,87,0,57.9000000000000000,0,96,6.8000000000000000,99,0.1000000000000000,1618.4928000000000000,479993.0000000000,0.9000000000000000,0.9000000000000000,0.87700000000000000,13.5000000000000000,79.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,23,29,0.870000000000000000,79.50882493000000300,74,6,19.5000000000000000,40,73,4.1500000000000004,74,0.4000000000000000,461.7237220000000100,22961146.0000000000,7.3000000000000000,7.2000000000000000,0.50800000000000001,10.3000000000000000,64.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,248,32,1.030000000000000000,76.60442168999999500,7,1,18.0000000000000000,45,7,4.8600000000000003,7,0.5000000000000000,412.7393410000000200,2115164.0000000000,7.6000000000000000,7.5000000000000000,0.50300000000000000,10.1999999999999990,63.300000000000000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2010,131,3,0.490000000000000000,65.56659661999999900,96,73,35.2999999999999970,4,96,3.9900000000000000,96,0.1000000000000000,971.3569870000000000,28112289.0000000000,8.1999999999999993,8.0000000000000000,0.76400000000000001,12.8000000000000000,74.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,129,0,1.980000000000000000,41.30688803000000300,98,0,15.6000000000000000,0,97,5.8400000000000000,98,0.1000000000000000,298.6759799999999800,292.0000000000,14.7000000000000000,14.8000000000000000,0.58699999999999997,11.8000000000000000,78.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,271,54,0.610000000000000000,101.81139960000000000,66,24,21.3000000000000000,90,72,6.5900000000000000,66,1.5000000000000000,835.8899800000000400,1554989.0000000000,8.5000000000000000,8.3000000000000007,0.40400000000000003,7.5000000000000000,56.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,31,60,0.530000000000000000,3.67646576000000010,92,717,16.5000000000000000,108,65,6.3200000000000000,61,2.2999999999999998,334.2241599999999800,11638929.0000000000,1.5000000000000000,1.5000000000000000,0.30800000000000000,4.9000000000000004,51.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014,55,0,8.490000000000000000,409.60002480000003000,9,0,69.2000000000000000,0,99,9.7500000000000000,99,0.1000000000000000,2618.9259900000002000,427364.0000000000,0.8000000000000000,0.8000000000000000,0.84699999999999998,14.3000000000000000,81.400000000000006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,224,8,0.010000000000000000,5.00378288000000020,92,5039,23.6000000000000000,12,68,4.7000000000000000,7,1.3000000000000000,62.5472860000000000,342823.0000000000,1.0000000000000000,9.8000000000000007,0.45100000000000001,6.7000000000000000,64.000000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,177,0,4.599999999999999600,336.32133260000001000,88,0,25.3000000000000000,0,88,3.7800000000000000,88,0.1000000000000000,3861.3241400000002000,1186873.0000000000,8.1000000000000000,8.1000000000000000,0.66700000000000004,12.1000000000000000,71.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,122,31,5.260000000000000000,168.17375300000000000,84,3,62.8000000000000000,36,87,6.3000000000000000,87,0.1000000000000000,1452.2776600000000000,1242216.0000000000,1.6000000000000000,1.5000000000000000,0.75400000000000000,13.1000000000000000,76.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,123,33,5.290000000000000000,112.69648599999999000,99,0,61.5000000000000000,38,99,6.2100000000000000,99,0.1000000000000000,982.5325719999999600,1282837.0000000000,1.6000000000000000,1.5000000000000000,0.74800000000000000,12.7000000000000000,76.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,127,37,5.360000000000000000,159.87722640000001000,97,0,58.7000000000000000,43,96,6.6000000000000000,96,0.1000000000000000,9689.5288700000001000,11366189.0000000000,1.7000000000000000,1.6000000000000000,0.73499999999999999,12.3000000000000000,75.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,11,20,0.560000000000000050,183.65921860000000000,98,633,53.6000000000000000,23,99,5.8600000000000000,99,0.1000000000000000,2834.2471999999998000,3249639.0000000000,6.3000000000000000,6.2000000000000000,0.60299999999999998,10.7000000000000000,72.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,22,42,0.700000000000000000,38.33793461999999900,75,1010,22.1000000000000000,55,76,2.1600000000000000,75,0.4000000000000000,1168.8394699999999000,51448196.0000000000,12.9000000000000000,13.2000000000000000,0.54000000000000000,9.1000000000000000,66.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,162,19,0.270000000000000000,80.15505125000000000,92,1861,18.0000000000000000,24,92,5.6900000000000000,92,0.1000000000000000,688.6172788000000100,2798531.0000000000,16.1000000000000010,16.5000000000000000,0.54500000000000004,12.3000000000000000,69.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2011,172,22,0.270000000000000000,112.12290280000001000,92,2359,16.8999999999999990,27,92,6.7300000000000000,92,0.2000000000000000,692.1166842000000100,27327147.0000000000,16.5000000000000000,16.8999999999999990,0.52900000000000003,12.0000000000000000,68.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
2001,82,1,9.949999999999999300,3054.51558200000000000,92,0,52.6000000000000000,1,97,7.7900000000000000,97,0.1000000000000000,26584.1216900000000000,164618.0000000000,1.1000000000000001,1.1000000000000001,0.87800000000000000,16.7000000000000000,78.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,7,0,9.199999999999999300,924.56536830000005000,93,68,65.9000000000000060,0,93,11.5300000000000000,93,0.1000000000000000,3997.2562400000002000,null,0.3000000000000000,0.3000000000000000,0.90400000000000003,19.5000000000000000,81.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,83,0,8.750000000000000000,2205.98594999999980000,9,65,59.6000000000000000,0,82,7.5800000000000000,9,0.1000000000000000,13882.8568300000010000,null,0.3000000000000000,0.3000000000000000,0.86799999999999999,17.3999999999999990,78.500000000000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2006,396,549,9.660000000000000000,10.35779424000000000,27,704,19.8999999999999990,879,46,3.6600000000000000,4,5.3000000000000000,119.7432860000000000,14261494.0000000000,12.6000000000000000,12.6000000000000000,0.46600000000000003,9.0000000000000000,49.800000000000000,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
2004,77,0,6.220000000000000000,1009.82501100000000000,92,7,55.9000000000000000,0,92,9.4400000000000000,92,0.1000000000000000,5757.2691599999998000,459191.0000000000,0.8000000000000000,0.7000000000000000,0.92400000000000004,17.5000000000000000,79.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,14,1,0.510000000000000000,1055.83549300000000000,98,13,52.3000000000000000,1,99,2.5200000000000000,98,0.1000000000000000,22134.9160000000010000,null,7.0000000000000000,6.8000000000000000,0.79700000000000004,13.7000000000000000,76.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,138,1,0.380000000000000000,62.86657507999999700,99,15,45.9000000000000000,1,99,3.7000000000000000,99,0.1000000000000000,861.1859600000000200,null,7.2000000000000000,6.9000000000000000,0E-17,10.4000000000000000,72.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,178,367,0.030000000000000000,3.91274451700000010,75,2801,2.1000000000000000,459,75,3.3500000000000000,75,0.1000000000000000,95.4327930999999980,16332974.0000000000,2.8000000000000000,21.3000000000000000,0.50500000000000000,6.7000000000000000,64.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,254,38,0.010000000000000000,28.66897828999999800,9,319,27.3000000000000000,55,91,4.6300000000000000,9,0.9000000000000000,1814.4922970000000000,26346251.0000000000,6.6000000000000000,6.4000000000000000,0.56999999999999995,11.5000000000000000,61.900000000000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2011,76,0,8.020000000000000000,3192.88736299999980000,95,40,64.3000000000000000,0,99,9.7700000000000000,99,0.1000000000000000,25916.2935299999990000,1114899.0000000000,0.8000000000000000,0.7000000000000000,0.86000000000000000,16.7000000000000000,85.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,77,0,9.420000000000000000,318.58066280000003000,94,0,61.2000000000000000,1,98,9.3400000000000000,98,0.1000000000000000,2481.1578100000002000,112362.0000000000,0.8000000000000000,0.7000000000000000,0.85000000000000000,16.3000000000000000,79.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,81,0,9.949999999999999300,2785.13936400000010000,93,122,6.5000000000000000,1,96,9.3600000000000000,96,0.1000000000000000,22551.7357400000000000,1987314.0000000000,0.8000000000000000,0.7000000000000000,0.83899999999999997,15.6000000000000000,79.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,24,15,2.450000000000000200,249.32629480000000000,92,0,42.4000000000000000,19,84,6.8800000000000000,84,0.4000000000000000,1753.3494710000000000,125478.0000000000,1.4000000000000000,1.4000000000000000,0.56000000000000005,9.0000000000000000,69.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,244,1,7.730000000000000000,10.93633880000000000,91,0,37.1000000000000000,1,93,5.8400000000000000,91,2.2999999999999998,96.8674826999999960,751884.0000000000,5.9000000000000000,5.7000000000000000,0.60899999999999999,11.0000000000000000,65.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,222,1800,1.000000000000000000,19.00340606000000000,92,51780,11.8000000000000000,2400,58,4.5000000000000000,59,0.3000000000000000,447.1389659999999800,171477855.0000000000,27.5000000000000000,28.5000000000000000,0.49399999999999999,8.3000000000000007,62.900000000000000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
2008,189,149,0.070000000000000007,10.26341107999999900,82,15369,21.3000000000000000,181,83,2.8100000000000000,77,0.2000000000000000,216.5276600000000000,236159276.0000000000,1.7000000000000000,1.7000000000000000,0.64100000000000001,11.7000000000000000,67.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2011,93,22,0.030000000000000000,0E-17,99,73,54.8000000000000000,25,99,7.1200000000000000,99,0.1000000000000000,null,null,7.9000000000000000,8.1000000000000000,0.74500000000000000,13.1000000000000000,74.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,16,22,0.030000000000000000,0E-17,99,538,53.6000000000000000,26,99,8.1999999999999993,99,0.1000000000000000,null,null,7.8000000000000000,8.0000000000000000,0.73499999999999999,12.9000000000000000,74.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,14,30,0.150000000000000000,0E-17,65,0,5.6000000000000000,37,76,null,77,0.1000000000000000,null,24939299.0000000000,5.5000000000000000,5.3000000000000000,0.61399999999999999,9.1000000000000000,74.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,75,0,12.660000000000000000,9528.23057399999930000,92,57,57.4000000000000000,0,93,8.6400000000000000,93,0.1000000000000000,61235.4150000000010000,4489544.0000000000,0.3000000000000000,0.2000000000000000,0.90800000000000003,17.8999999999999990,79.800000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,82,0,13.320000000000000000,8040.22044399999960000,92,334,54.4000000000000000,0,89,7.3400000000000000,89,0.1000000000000000,47631.6376999999990000,47262.0000000000,0.3000000000000000,0.2000000000000000,0.88000000000000000,17.1000000000000010,78.300000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,7,3,7.870000000000000000,5250.24918799999980000,92,33812,22.9000000000000000,5,89,7.8500000000000000,96,0.1000000000000000,32289.3554000000000000,127445.0000000000,1.7000000000000000,1.4000000000000000,0.86000000000000000,14.7000000000000000,81.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
