Year,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness_1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Life_expectancy,
2013,139,0,10.88,155.20,null,1.00,63.60,1.00,99.00,7.53,99.00,0.10,13613.61,989382.00,1.70,1.70,0.82,15.40,75.50,
2012,146,0,11.27,164.28,null,2.00,63.00,1.00,99.00,7.74,99.00,0.10,12834.32,992362.00,1.70,1.70,0.82,15.40,75.00,
2011,15,0,11.51,17.82,null,5.00,62.40,1.00,99.00,7.84,99.00,0.10,1448.88,9971727.00,1.70,1.70,0.82,15.40,74.80,
2010,156,0,10.78,19.22,null,0.00,61.70,1.00,99.00,7.85,99.00,0.10,1325.53,123.00,1.80,1.80,0.82,15.30,74.50,
2009,162,0,11.46,1281.16,null,1.00,61.10,1.00,99.00,7.55,99.00,0.10,12967.17,12265.00,1.80,1.80,0.82,15.30,74.20,
2008,165,1,11.64,181.76,null,0.00,6.50,1.00,99.00,7.33,99.00,0.10,15669.26,138188.00,1.90,1.90,0.81,15.30,74.10,
2007,176,1,12.55,163.34,null,0.00,59.90,1.00,99.00,7.51,99.00,0.10,13842.65,15578.00,1.90,1.90,0.81,15.30,73.50,
2006,177,1,13.16,1299.46,null,1.00,59.30,1.00,99.00,8.10,99.00,0.10,11398.77,17137.00,2.00,2.00,0.80,15.20,73.40,
2005,182,1,12.94,1317.08,null,2.00,58.80,1.00,99.00,8.28,99.00,0.10,11161.72,18765.00,2.00,2.00,0.80,15.00,72.90,
2004,18,1,13.28,146.86,null,0.00,58.20,1.00,99.00,8.80,99.00,0.10,1259.53,117146.00,2.10,2.10,0.79,15.30,72.90,
2003,184,1,13.24,1030.22,null,0.00,57.60,1.00,99.00,8.42,99.00,0.10,8396.25,1129552.00,2.10,2.10,0.78,14.90,72.50,
2002,184,1,13.29,8.99,null,0.00,57.10,1.00,98.00,7.47,99.00,0.10,665.64,115868.00,2.20,2.20,0.78,14.60,72.50,
2001,185,1,13.18,7.60,null,20.00,56.60,1.00,99.00,7.11,99.00,0.10,527.85,1187576.00,2.20,2.20,0.77,14.20,72.30,
2000,193,1,12.22,75.36,null,1.00,56.10,1.00,99.00,7.60,99.00,0.10,4623.47,121971.00,2.30,2.30,0.76,13.90,71.70,
2015,49,0,null,0.00,null,0.00,61.00,0.00,92.00,null,92.00,0.10,5734.44,33815.00,1.00,0.90,0.92,19.00,82.70,
2014,49,0,7.45,8254.02,null,0.00,6.60,0.00,9.00,8.86,9.00,0.10,52473.11,327386.00,1.00,0.90,0.92,19.00,82.50,
2013,5,0,7.31,764.54,null,0.00,6.20,0.00,91.00,8.75,91.00,0.10,4781.39,323764.00,1.00,0.90,0.91,19.00,82.40,
2012,5,0,7.81,6818.55,null,0.00,59.70,0.00,89.00,8.68,89.00,0.10,44333.85,32716.00,1.00,0.90,0.90,18.70,82.50,
2011,51,0,8.13,7.05,null,0.00,59.30,0.00,95.00,8.65,95.00,0.10,46.22,31914.00,0.90,0.90,0.89,18.60,82.10,
2010,53,0,8.25,6005.58,null,0.00,58.90,0.00,96.00,8.86,96.00,0.10,41676.45,31841.00,0.90,0.90,0.89,18.40,81.80,
2009,55,0,10.22,687.58,null,0.00,58.50,0.00,96.00,9.12,96.00,0.10,4461.89,318499.00,0.90,0.90,0.89,18.40,81.60,
2008,58,0,8.49,7613.81,null,0.00,58.10,0.00,98.00,8.80,98.00,0.10,55575.29,317414.00,0.90,0.90,0.89,18.20,81.40,
2007,59,0,7.53,12042.97,null,0.00,57.80,0.00,97.00,8.75,97.00,0.10,68348.32,311566.00,0.90,0.90,0.89,18.20,81.30,
2006,61,0,7.2,1003.14,null,0.00,57.40,0.00,97.00,8.96,97.00,0.10,5613.54,33782.00,0.90,0.90,0.88,18.10,81.10,
2005,62,0,7.05,10631.20,null,0.00,56.90,0.00,95.00,9.21,95.00,0.10,56249.76,296734.00,0.90,0.90,0.88,17.90,81.00,
2004,65,0,6.79,8506.10,null,0.00,56.50,0.00,99.00,9.59,99.00,0.10,46917.27,29274.00,1.00,0.90,0.87,18.30,88.00,
2003,65,0,6.61,725.49,null,0.00,55.90,0.00,97.00,1.70,97.00,0.10,3945.00,289521.00,1.00,0.90,0.87,17.60,87.00,
2002,7,0,6.61,5948.10,null,0.00,55.40,0.00,95.00,9.86,95.00,0.10,31996.22,287523.00,1.00,0.90,0.86,17.20,84.00,
2001,72,0,6.37,5048.27,null,0.00,54.80,0.00,92.00,9.12,92.00,0.10,28585.93,284968.00,1.00,0.90,0.85,17.10,80.00,
2000,74,0,6.17,5809.12,null,0.00,54.20,0.00,98.00,9.28,98.00,0.10,31813.37,28125.00,1.00,0.90,0.85,16.80,79.70,
2015,181,910,null,0.00,87.00,90387.00,18.70,1100.00,86.00,null,87.00,0.20,1613.19,1395398.00,26.70,27.30,0.61,11.60,68.30,
2014,184,957,3.07,86.52,79.00,79563.00,18.10,1200.00,84.00,4.69,85.00,0.20,1573.12,1293859294.00,26.80,27.40,0.61,11.60,68.00,
2013,187,1000,3.11,67.67,7.00,13822.00,17.50,1300.00,82.00,4.53,83.00,0.20,1452.20,127856227.00,26.80,27.50,0.60,11.50,67.60,
2012,19,1100,3.1,64.97,73.00,18668.00,17.00,1400.00,79.00,4.39,82.00,0.20,1446.99,126365852.00,26.90,27.60,0.59,11.30,67.30,
2011,193,1100,3,64.61,44.00,33634.00,16.40,1500.00,79.00,4.33,82.00,0.20,1461.67,124723629.00,26.90,27.70,0.58,10.80,66.80,
2010,196,1200,2.77,57.73,38.00,31458.00,15.90,1600.00,76.00,4.28,79.00,0.20,1345.77,12398691.00,27.00,27.80,0.57,10.40,66.40,
2009,2,1300,2.5,0.84,37.00,56188.00,15.40,1700.00,73.00,4.38,74.00,0.20,19.32,121427132.00,27.00,27.80,0.56,10.50,66.00,
2008,23,1300,1.93,43.03,29.00,44258.00,14.90,1800.00,69.00,4.34,7.00,0.30,991.48,119714696.00,27.00,27.90,0.56,10.20,65.50,
2007,26,1400,1.59,5.23,6.00,41144.00,14.40,1900.00,67.00,4.23,64.00,0.30,118.17,1179681239.00,27.10,28.00,0.55,9.90,65.20,
2006,28,1500,1.37,34.86,6.00,64185.00,13.90,2000.00,66.00,4.25,65.00,0.30,792.26,1161977719.00,27.10,28.00,0.54,9.70,64.80,
2005,211,1500,1.27,3.51,8.00,36711.00,13.50,2000.00,65.00,4.28,65.00,0.30,77.82,1144118674.00,27.20,28.10,0.53,9.40,64.40,
2004,214,1600,1.2,27.34,6.00,55443.00,13.00,2100.00,58.00,4.22,63.00,0.30,621.32,1126135777.00,27.20,28.20,0.52,9.20,64.00,
2003,216,1700,1.19,19.48,null,47147.00,12.60,2200.00,57.00,4.30,61.00,0.30,541.14,11827848.00,27.30,28.30,0.51,8.60,63.70,
2002,219,1700,1.1,17.81,null,40044.00,12.20,2300.00,58.00,4.40,59.00,0.30,466.28,18987112.00,27.40,28.40,0.50,8.40,63.30,
2001,222,1800,1,19.00,null,51780.00,11.80,2400.00,58.00,4.50,59.00,0.30,447.14,171477855.00,27.50,28.50,0.49,8.30,62.90,
2000,224,1800,0.93,19.27,null,38835.00,11.40,2500.00,57.00,4.26,58.00,0.30,438.86,1535912.00,27.70,28.60,0.49,8.30,62.50,
2015,176,114,null,0.00,78.00,15099.00,27.40,136.00,8.00,null,78.00,0.30,3336.17,258162113.00,1.40,1.20,0.69,12.90,69.10,
2014,179,119,0.09,200.07,78.00,12943.00,26.50,142.00,8.00,2.85,78.00,0.30,3491.60,255131116.00,1.40,1.20,0.68,12.90,68.90,
2013,181,124,0.09,22.85,85.00,8419.00,25.60,148.00,86.00,2.93,85.00,0.30,362.66,25232263.00,1.50,1.30,0.68,12.90,68.70,
2012,183,129,0.08,254.47,83.00,15489.00,24.70,154.00,84.00,2.90,83.00,0.30,3687.95,248883232.00,1.50,1.40,0.67,12.60,68.50,
2011,185,134,0.08,211.88,81.00,21893.00,23.80,161.00,81.00,2.71,81.00,0.30,3634.28,24577511.00,1.60,1.50,0.66,12.30,68.30,
2010,187,138,0.08,190.55,83.00,18869.00,22.90,167.00,82.00,2.74,81.00,0.30,3113.49,242524123.00,1.60,1.50,0.66,12.10,68.10,
2009,189,143,0.08,125.80,82.00,20818.00,22.10,174.00,85.00,2.83,78.00,0.30,2254.45,23934478.00,1.70,1.60,0.65,11.70,67.90,
2008,189,149,0.07,10.26,82.00,15369.00,21.30,181.00,83.00,2.81,77.00,0.20,216.53,236159276.00,1.70,1.70,0.64,11.70,67.70,
2007,19,154,0.06,102.63,76.00,19456.00,2.50,188.00,77.00,3.10,73.00,0.20,1855.94,232989141.00,1.80,1.70,0.64,11.00,67.50,
2006,191,159,0.06,72.02,66.00,20422.00,19.70,194.00,78.00,2.91,72.00,0.10,1586.25,22983822.00,1.80,1.80,0.63,10.90,67.30,
2005,19,163,0.06,5.38,65.00,15853.00,19.00,201.00,79.00,2.79,72.00,0.10,126.93,22671273.00,1.90,1.90,0.63,11.10,67.20,
2004,213,174,0.06,55.36,64.00,29171.00,18.20,237.00,79.00,2.37,71.00,0.10,1148.57,223614649.00,1.90,1.90,0.62,11.00,65.30,
2003,189,173,0.05,8.46,64.00,24457.00,17.50,215.00,8.00,2.53,71.00,0.10,164.59,22545214.00,1.90,11.00,0.61,10.80,66.90,
2002,189,177,0.05,43.18,63.00,14492.00,16.70,222.00,8.00,2.27,7.00,0.10,899.56,2175859.00,11.00,11.10,0.61,10.60,66.70,
2001,188,182,0.06,33.96,62.00,3825.00,16.00,229.00,77.00,2.23,76.00,0.10,747.98,2145652.00,11.00,11.10,0.60,10.60,66.50,
2000,188,187,0.06,3.43,65.00,3344.00,15.40,237.00,72.00,1.98,75.00,0.10,78.93,21154429.00,11.00,11.20,0.60,10.70,66.30,
2015,83,18,null,0.00,98.00,615.00,59.70,21.00,98.00,null,98.00,0.10,null,null,8.50,8.60,0.77,14.80,75.50,
2014,83,19,0.01,0.00,99.00,99.00,58.50,22.00,99.00,6.89,99.00,0.10,null,null,8.30,8.40,0.77,14.90,75.40,
2013,83,20,0.01,0.00,99.00,189.00,57.20,23.00,98.00,6.49,98.00,0.10,null,null,8.20,8.30,0.77,15.00,75.30,
2012,85,21,0.01,0.00,98.00,332.00,56.00,24.00,99.00,6.98,99.00,0.10,null,null,8.00,8.20,0.76,13.60,75.10,
2011,93,22,0.03,0.00,99.00,73.00,54.80,25.00,99.00,7.12,99.00,0.10,null,null,7.90,8.10,0.75,13.10,74.70,
2010,16,22,0.03,0.00,99.00,538.00,53.60,26.00,99.00,8.20,99.00,0.10,null,null,7.80,8.00,0.73,12.90,74.10,
2009,122,23,0.03,0.00,99.00,262.00,52.50,27.00,99.00,7.63,99.00,0.10,null,null,7.70,7.90,0.73,12.80,73.30,
2008,135,24,0.02,0.00,99.00,127.00,51.40,28.00,99.00,6.28,99.00,0.10,null,null,7.60,7.80,0.72,12.10,72.70,
2007,138,25,0.02,0.00,97.00,133.00,5.40,29.00,98.00,5.84,99.00,0.10,null,null,7.50,7.80,0.70,11.80,72.40,
2006,139,26,0.02,0.00,98.00,220.00,49.40,30.00,99.00,5.95,98.00,0.10,null,null,7.40,7.70,0.69,11.40,72.20,
2005,139,27,0.01,0.00,94.00,7.00,48.50,32.00,95.00,6.60,95.00,0.10,null,null,7.40,7.70,0.69,11.40,72.00,
2004,139,28,0.01,0.00,95.00,3.00,47.60,33.00,98.00,5.89,99.00,0.10,null,null,7.40,7.70,0.69,11.80,71.80,
2003,154,29,0.01,0.00,98.00,11644.00,46.90,35.00,99.00,5.42,99.00,0.10,null,null,7.50,7.70,0.68,11.80,75.00,
2002,142,31,0.01,0.00,99.00,9554.00,46.20,37.00,99.00,5.39,99.00,0.10,null,null,7.60,7.70,0.67,11.90,71.20,
2001,146,33,0.01,0.00,94.00,9582.00,45.50,40.00,95.00,5.20,96.00,0.10,null,null,7.70,7.80,0.67,11.60,78.00,
2000,15,35,0.01,0.00,99.00,11874.00,44.90,43.00,99.00,4.47,99.00,0.10,null,null,7.80,7.90,0.66,11.60,73.00,
2015,182,32,null,0.00,56.00,1433.00,59.10,38.00,63.00,null,58.00,0.10,4974.27,36115649.00,5.30,5.10,0.65,10.10,68.90,
2014,199,32,0.01,43.52,62.00,1317.00,58.50,39.00,67.00,5.54,64.00,0.10,673.75,3568.00,5.30,5.10,0.66,10.10,67.90,
2013,17,32,0.01,447.37,66.00,669.00,57.80,39.00,7.00,5.92,68.00,0.10,6925.22,33883145.00,5.30,5.10,0.66,10.30,69.50,
2012,147,32,0.01,429.66,61.00,15.00,57.20,39.00,7.00,5.26,69.00,0.10,6651.12,32776571.00,5.30,5.10,0.66,10.50,76.00,
2011,144,32,0.17,285.12,77.00,15.00,56.50,39.00,8.00,3.32,79.00,0.10,5854.61,3172753.00,5.30,5.10,0.65,10.40,77.00,
2010,145,32,0.19,21.82,72.00,492.00,55.80,39.00,74.00,3.82,74.00,0.10,452.75,376271.00,5.30,5.10,0.65,10.40,76.00,
2009,148,32,0.2,185.64,75.00,30328.00,55.20,39.00,78.00,4.65,78.00,0.10,3735.14,29894652.00,5.40,5.10,0.64,10.30,74.00,
2008,167,32,0.17,192.16,66.00,5494.00,54.50,38.00,71.00,3.93,69.00,0.10,4521.32,29111417.00,5.40,5.10,0.64,10.30,69.30,
2007,227,31,0.14,146.76,56.00,230.00,53.80,38.00,74.00,3.69,57.00,0.10,3129.22,2839433.00,5.40,5.10,0.64,10.20,65.90,
2006,249,31,0.03,75.26,59.00,474.00,53.20,38.00,63.00,3.00,59.00,0.10,2351.81,27697912.00,5.40,5.10,0.63,10.20,64.70,
2005,29,31,0.18,59.19,65.00,908.00,52.50,37.00,69.00,4.13,65.00,0.10,1849.64,278426.00,5.40,5.20,0.63,10.10,66.80,
2004,21,30,0.32,44.12,62.00,9081.00,51.90,37.00,69.00,5.61,74.00,0.10,1391.82,2631669.00,5.40,5.20,0.60,9.80,67.20,
2003,213,30,0.07,0.00,63.00,0.00,51.30,37.00,73.00,4.36,75.00,0.10,null,25627626.00,5.50,5.20,0.62,9.40,66.50,
2002,14,30,0.15,0.00,65.00,0.00,5.60,37.00,76.00,null,77.00,0.10,null,24939299.00,5.50,5.30,0.61,9.10,74.00,
2001,142,30,0.17,0.00,66.00,4088.00,5.10,37.00,8.00,null,78.00,0.10,null,24251649.00,5.60,5.30,0.61,8.70,72.00,
2000,144,30,0.2,0.00,67.00,726.00,49.50,37.00,83.00,null,8.00,0.10,null,23565413.00,5.60,5.40,0.60,8.60,70.00,
2015,64,0,null,0.00,95.00,4.00,62.80,0.00,95.00,null,95.00,0.10,6664.14,4676835.00,0.30,0.20,0.92,18.60,81.40,
2014,66,0,10.75,746.37,95.00,33.00,62.10,0.00,96.00,7.78,96.00,0.10,5553.33,4617225.00,0.30,0.20,0.91,18.60,81.20,
2013,67,0,10.49,703.55,95.00,51.00,61.30,0.00,96.00,8.10,96.00,0.10,5234.77,4598294.00,0.30,0.20,0.90,18.60,81.00,
2012,69,0,11.49,6616.70,95.00,107.00,6.50,0.00,95.00,8.32,95.00,0.10,49231.36,4586897.00,0.30,0.20,0.90,18.50,85.00,
2011,7,0,11.72,6386.95,95.00,285.00,59.70,0.00,95.00,8.15,95.00,0.10,52567.53,4576794.00,0.30,0.20,0.91,18.50,84.00,
2010,68,0,11.88,4509.23,46.00,443.00,58.90,0.00,94.00,8.76,94.00,0.10,48538.59,456155.00,0.30,0.20,0.91,18.20,86.00,
2009,77,0,11.41,7620.82,null,164.00,58.20,0.00,94.00,9.53,94.00,0.10,51983.79,4535375.00,0.30,0.20,0.91,17.90,79.70,
2008,75,0,12.66,9528.23,null,57.00,57.40,0.00,93.00,8.64,93.00,0.10,61235.42,4489544.00,0.30,0.20,0.91,17.90,79.80,
2007,75,0,13.59,9797.55,null,64.00,56.60,0.00,92.00,7.57,92.00,0.10,61388.17,4398942.00,0.30,0.20,0.90,17.60,79.50,
2006,78,0,13.44,9126.93,null,87.00,55.80,0.00,91.00,7.22,91.00,0.10,54326.97,4273591.00,0.30,0.20,0.90,17.60,79.00,
2005,78,0,13.31,973.68,null,95.00,55.10,0.00,9.00,7.27,9.00,0.10,5886.83,4159914.00,0.30,0.20,0.89,17.50,78.70,
2004,82,0,13.32,8040.22,null,334.00,54.40,0.00,89.00,7.34,89.00,0.10,47631.64,47262.00,0.30,0.20,0.88,17.10,78.30,
2003,82,0,13.24,675.21,null,584.00,53.60,0.00,86.00,7.50,86.00,0.10,4117.16,3996521.00,0.30,0.20,0.87,16.80,78.00,
2002,88,0,14.17,5092.38,null,243.00,52.90,0.00,83.00,6.85,83.00,0.10,32539.19,3931947.00,0.30,0.30,0.86,16.50,77.40,
2001,89,0,14.27,4264.58,null,241.00,52.20,0.00,84.00,6.60,84.00,0.10,28223.56,3866243.00,0.30,0.30,0.86,16.40,77.00,
2000,94,0,14.07,3794.58,null,0.00,51.50,0.00,86.00,6.30,86.00,0.10,26241.92,385174.00,0.30,0.30,0.85,16.20,76.40,
2015,58,0,null,0.00,96.00,80.00,64.90,1.00,95.00,null,95.00,0.10,35729.37,8381.00,1.20,1.10,0.90,16.00,82.50,
2014,6,1,2.62,4348.34,97.00,6.00,64.60,1.00,95.00,7.81,95.00,0.10,37582.85,82157.00,1.20,1.10,0.90,16.00,82.20,
2013,61,1,2.69,4279.90,97.00,50.00,64.20,1.00,96.00,7.89,96.00,0.10,36393.67,8595.00,1.20,1.10,0.89,15.90,82.10,
2012,6,1,2.78,3830.18,97.00,211.00,63.80,1.00,94.00,7.73,94.00,0.10,32569.60,7915.00,1.20,1.10,0.89,15.90,81.80,
2011,61,1,2.67,3793.16,98.00,70.00,63.40,1.00,94.00,7.39,94.00,0.10,33657.16,77658.00,1.20,1.10,0.88,15.80,81.80,
2010,61,1,2.63,409.41,97.00,23.00,63.00,1.00,95.00,7.36,95.00,0.10,3661.99,76236.00,1.20,1.10,0.88,15.70,81.70,
2009,63,1,2.55,508.66,98.00,5.00,62.60,1.00,96.00,7.46,96.00,0.10,27795.88,74856.00,1.20,1.10,0.88,15.60,81.50,
2008,65,1,2.47,471.55,99.00,931.00,62.10,1.00,94.00,7.33,94.00,0.10,29657.44,7388.00,1.10,1.10,0.88,15.80,81.00,
2007,68,1,2.33,4.35,99.00,539.00,61.60,1.00,95.00,7.37,95.00,0.10,258.64,7181.00,1.10,1.10,0.87,15.70,84.00,
2006,68,1,2.23,33.59,96.00,9.00,61.10,1.00,94.00,7.38,95.00,0.10,2195.18,7537.00,1.10,1.10,0.87,15.70,84.00,
2005,71,1,2.41,250.93,96.00,2.00,6.60,1.00,95.00,7.44,93.00,0.10,2611.18,6931.00,1.10,1.10,0.87,15.80,80.00,
2004,69,1,2.23,1895.34,99.00,116.00,6.10,1.00,95.00,7.35,95.00,0.10,19888.17,689.00,1.10,1.10,0.86,15.90,81.00,
2003,71,1,2.32,1731.76,98.00,124.00,59.60,1.00,93.00,7.44,93.00,0.10,18947.00,66897.00,1.10,1.10,0.86,16.00,79.70,
2002,74,1,2.47,1701.20,98.00,2.00,59.20,1.00,91.00,7.49,9.00,0.10,18431.16,657.00,1.10,1.10,0.85,15.30,79.30,
2001,74,1,2.53,22.27,96.00,19.00,58.70,1.00,93.00,7.61,92.00,0.10,236.20,6439.00,1.10,1.10,0.85,15.10,79.30,
2000,76,1,2.53,199.93,98.00,36.00,58.30,1.00,93.00,7.13,93.00,0.10,2152.14,6289.00,1.10,1.10,0.84,15.20,78.90,
2015,56,1,null,0.00,93.00,159.00,63.60,2.00,93.00,null,93.00,0.10,349.15,673582.00,0.60,0.60,0.88,16.30,82.70,
2014,57,2,7.56,4831.64,95.00,0.00,63.10,2.00,95.00,9.25,95.00,0.10,35396.67,678914.00,0.60,0.60,0.88,16.30,82.50,
2013,58,2,7.35,483.19,96.00,0.00,62.60,2.00,96.00,9.22,96.00,0.10,3537.27,6233948.00,0.50,0.60,0.88,16.50,82.30,
2012,6,2,7.49,4793.90,96.00,376.00,62.10,2.00,96.00,9.28,97.00,0.10,34814.12,59539717.00,0.50,0.60,0.88,16.60,82.00,
2011,6,2,6.98,5439.69,96.00,5189.00,61.50,2.00,96.00,9.27,96.00,0.10,38334.68,59379449.00,0.50,0.50,0.87,16.40,82.00,
2010,6,2,6.95,5219.67,96.00,372.00,61.00,2.00,96.00,9.42,96.00,0.10,35849.37,59277417.00,0.50,0.50,0.87,16.40,81.80,
2009,61,2,7.25,5243.32,96.00,351.00,6.50,2.00,96.00,9.41,96.00,0.10,36976.85,5995365.00,0.50,0.50,0.87,16.30,81.60,
2008,61,2,7.96,66.38,96.00,1617.00,59.90,2.00,96.00,8.89,96.00,0.10,464.18,58826731.00,0.50,0.50,0.87,16.30,81.50,
2007,63,2,8.37,5228.82,97.00,321.00,59.40,2.00,97.00,8.48,97.00,0.10,37698.79,5843831.00,0.50,0.50,0.86,16.10,81.30,
2006,65,2,8.44,473.19,96.00,439.00,58.80,2.00,97.00,8.82,96.00,0.10,3341.75,58143979.00,0.50,0.50,0.86,16.00,81.20,
2005,66,2,8.65,4506.26,96.00,135.00,58.20,2.00,97.00,8.71,95.00,0.10,31959.26,57969484.00,0.50,0.50,0.85,15.80,88.00,
2004,66,2,8.98,4270.91,96.00,599.00,57.60,3.00,97.00,8.49,94.00,0.10,31174.56,57685327.00,0.50,0.50,0.85,15.60,89.00,
2003,72,2,9.3,3519.26,95.00,10982.00,57.00,3.00,97.00,8.17,96.00,0.10,27387.23,5731323.00,0.50,0.50,0.84,15.40,79.90,
2002,72,2,9.25,2883.33,95.00,9385.00,56.40,3.00,96.00,8.23,93.00,0.10,22196.57,57597.00,0.50,0.50,0.84,15.20,80.00,
2001,75,2,9.69,3.12,95.00,0.00,55.70,3.00,96.00,8.11,93.00,0.10,24.82,569741.00,0.50,0.50,0.83,14.90,79.80,
2000,77,3,9.78,31.51,94.00,1457.00,55.00,3.00,97.00,7.91,87.00,0.10,251.24,5694218.00,0.50,0.50,0.82,14.80,79.40,
2015,125,1,null,0.00,91.00,0.00,54.20,1.00,91.00,null,91.00,0.50,4965.99,2871934.00,1.80,1.70,0.73,12.80,76.20,
2014,133,1,3.83,427.31,92.00,0.00,53.50,1.00,93.00,5.36,92.00,0.50,4855.74,286287.00,1.80,1.70,0.73,12.80,75.80,
2013,136,1,3.79,5.46,93.00,0.00,52.70,1.00,86.00,5.91,93.00,0.60,56.14,285187.00,1.80,1.70,0.73,12.80,75.60,
2012,138,1,3.65,37.17,96.00,0.00,52.00,1.00,96.00,5.66,96.00,0.50,521.33,284992.00,1.80,1.70,0.72,12.80,75.30,
2011,139,1,3.58,33.18,92.00,1.00,51.20,1.00,93.00,5.21,92.00,0.60,513.55,2829493.00,1.80,1.70,0.72,12.80,75.20,
2010,138,1,3.55,396.63,94.00,0.00,5.50,1.00,94.00,5.30,94.00,0.50,4682.73,281721.00,1.80,1.70,0.72,12.70,75.00,
2009,142,1,3.33,235.71,9.00,0.00,49.70,1.00,9.00,5.16,9.00,0.60,4293.38,28482.00,1.90,1.70,0.72,12.70,74.70,
2008,145,1,3.51,31.77,92.00,2.00,48.90,1.00,91.00,5.40,91.00,0.40,492.49,279122.00,1.90,1.70,0.72,12.60,74.50,
2007,148,1,3.64,25.62,92.00,0.00,48.10,1.00,94.00,4.87,92.00,0.90,462.52,2775467.00,1.90,1.70,0.71,12.50,74.20,
2006,15,1,3.63,194.09,97.00,0.00,47.20,1.00,99.00,4.22,95.00,1.50,4313.17,276279.00,1.90,1.70,0.71,12.50,74.00,
2005,161,1,3.59,16.98,99.00,0.00,46.30,1.00,99.00,4.70,99.00,1.90,482.25,2744673.00,1.90,1.70,0.71,12.40,73.50,
2004,165,1,3.67,192.32,98.00,0.00,45.40,1.00,97.00,4.80,98.00,2.30,3719.97,2728777.00,1.90,1.80,0.69,11.10,73.30,
2003,166,1,3.48,155.59,36.00,0.00,44.50,1.00,99.00,4.56,96.00,2.30,3465.22,2712511.00,1.90,1.80,0.69,11.90,73.10,
2002,167,1,3.76,211.11,null,0.00,43.50,1.00,99.00,4.86,99.00,2.30,3596.50,2695446.00,2.00,1.80,0.69,11.70,73.00,
2001,171,1,3.89,160.24,null,0.00,42.50,1.00,99.00,5.34,99.00,2.20,3394.88,267711.00,2.00,1.80,0.68,10.90,72.70,
2000,171,1,3.46,24.83,null,0.00,41.60,1.00,95.00,5.81,93.00,2.20,336.87,2656864.00,2.00,1.90,0.68,11.40,72.60,
2015,55,2,null,0.00,null,35.00,29.00,3.00,99.00,null,96.00,0.10,34474.14,127141.00,2.10,1.80,0.90,15.30,83.70,
2014,57,2,0.01,88.83,null,462.00,28.60,3.00,99.00,1.23,96.00,0.10,3896.21,127276.00,2.00,1.70,0.90,15.30,83.50,
2013,56,2,7.55,94.43,null,229.00,28.20,3.00,99.00,1.25,96.00,0.10,4454.45,127445.00,2.00,1.70,0.89,15.30,83.50,
2012,58,2,7.39,121.59,null,228.00,27.80,3.00,99.00,1.17,97.00,0.10,4863.48,127629.00,1.90,1.70,0.89,15.30,83.30,
2011,64,3,7.39,9498.73,null,434.00,27.40,4.00,96.00,1.70,97.00,0.10,48168.00,127833.00,1.90,1.60,0.88,15.10,82.50,
2010,62,3,6.9,863.01,null,450.00,26.90,4.00,98.00,9.58,97.00,0.10,4457.68,1287.00,1.90,1.60,0.88,15.10,83.00,
2009,64,3,7.09,899.18,null,741.00,26.40,4.00,99.00,9.51,97.00,0.10,4855.18,12847.00,1.80,1.60,0.88,15.00,83.00,
2008,66,3,7.11,7313.18,null,11015.00,25.90,4.00,98.00,8.60,98.00,0.10,39339.30,12863.00,1.80,1.50,0.88,15.00,82.70,
2007,67,3,7.29,6600.00,null,0.00,25.40,4.00,97.00,8.25,98.00,0.10,35275.23,1281.00,1.80,1.50,0.88,15.00,82.60,
2006,68,3,7.49,6502.14,null,520.00,24.90,4.00,95.00,8.19,98.00,0.10,35433.99,127854.00,1.70,1.50,0.87,14.90,82.40,
2005,69,3,7.99,6799.66,null,0.00,24.40,4.00,95.00,8.18,98.00,0.10,37217.65,127773.00,1.70,1.50,0.87,14.90,82.00,
2004,68,3,7.7,6746.28,null,8752.00,23.80,4.00,97.00,8.30,99.00,0.10,37688.72,127761.00,1.70,1.40,0.87,14.80,82.10,
2003,7,3,7.83,578.73,null,8286.00,23.40,5.00,97.00,8.00,97.00,0.10,3488.40,127718.00,1.70,1.40,0.86,14.80,81.90,
2002,7,3,7.87,5250.25,null,33812.00,22.90,5.00,89.00,7.85,96.00,0.10,32289.36,127445.00,1.70,1.40,0.86,14.70,81.80,
2001,72,4,8.03,5486.51,null,22552.00,22.50,5.00,81.00,7.75,95.00,0.10,33846.47,127149.00,1.70,1.40,0.86,14.60,81.50,
2000,74,4,7.97,5926.30,null,22497.00,22.20,5.00,98.00,7.53,85.00,0.10,38532.49,126843.00,1.60,1.40,0.85,14.50,81.10,
2015,112,4,null,0.00,99.00,0.00,65.60,4.00,99.00,null,99.00,0.10,496.99,915932.00,4.00,4.00,0.74,13.10,74.10,
2014,113,4,0.41,63.88,98.00,20.00,64.80,4.00,98.00,7.45,98.00,0.10,466.95,88936.00,3.90,3.90,0.74,13.10,74.00,
2013,114,4,0.4,546.62,98.00,120.00,64.00,4.00,98.00,7.23,98.00,0.10,3992.87,8413464.00,3.90,3.90,0.74,13.10,73.90,
2012,115,4,0.41,67.70,98.00,3.00,63.20,4.00,98.00,8.00,98.00,0.10,387.75,7992573.00,3.90,3.90,0.73,12.90,73.70,
2011,116,4,0.43,68.87,98.00,0.00,62.40,4.00,98.00,8.39,98.00,0.10,387.32,7574943.00,3.80,3.90,0.74,13.10,73.60,
