PostalCode,Region,Country,State,City
60653,Central,United States,Illinois,Chicago
40475,South,United States,Kentucky,Richmond
19134,East,United States,Pennsylvania,Philadelphia
19120,East,United States,Pennsylvania,Philadelphia
62301,Central,United States,Illinois,Quincy
75081,Central,United States,Texas,Dallas
20016,East,United States,District of Columbia,Washington
21044,East,United States,Maryland,Columbia
27604,South,United States,North Carolina,Raleigh
65203,Central,United States,Missouri,Columbia
19143,East,United States,Pennsylvania,Philadelphia
10024,East,United States,New York,New York City
67846,Central,United States,Kansas,Garden City
10035,East,United States,New York,New York City
28110,South,United States,North Carolina,Monroe
19143,East,United States,Pennsylvania,Philadelphia
10024,East,United States,New York,New York City
6360,East,United States,Connecticut,Norwich
80906,West,United States,Colorado,Colorado Springs
78041,Central,United States,Texas,Laredo
89115,West,United States,Nevada,Las Vegas
78501,Central,United States,Texas,Mcallen
98105,West,United States,Washington,Seattle
95928,West,United States,California,Chico
7501,East,United States,New Jersey,Paterson
46203,Central,United States,Indiana,Indianapolis
5408,East,United States,Vermont,Burlington
35630,South,United States,Alabama,Florence
90032,West,United States,California,Los Angeles
95123,West,United States,California,San Jose
92105,West,United States,California,San Diego
77506,Central,United States,Texas,Pasadena
90036,West,United States,California,Los Angeles
10024,East,United States,New York,New York City
19134,East,United States,Pennsylvania,Philadelphia
92105,West,United States,California,San Diego
90036,West,United States,California,Los Angeles
55901,Central,United States,Minnesota,Rochester
94110,West,United States,California,San Francisco
77506,Central,United States,Texas,Pasadena
90036,West,United States,California,Los Angeles
98115,West,United States,Washington,Seattle
19805,East,United States,Delaware,Wilmington
2920,East,United States,Rhode Island,Cranston
10035,East,United States,New York,New York City
60505,Central,United States,Illinois,Aurora
29203,South,United States,South Carolina,Columbia
94526,West,United States,California,Danville
85023,West,United States,Arizona,Phoenix
60653,Central,United States,Illinois,Chicago
40214,South,United States,Kentucky,Louisville
78539,Central,United States,Texas,Edinburg
60623,Central,United States,Illinois,Chicago
98105,West,United States,Washington,Seattle
90032,West,United States,California,Los Angeles
60653,Central,United States,Illinois,Chicago
52240,Central,United States,Iowa,Iowa City
91104,West,United States,California,Pasadena
44052,East,United States,Ohio,Lorain
97301,West,United States,Oregon,Salem
10035,East,United States,New York,New York City
77070,Central,United States,Texas,Houston
95661,West,United States,California,Roseville
98115,West,United States,Washington,Seattle
90032,West,United States,California,Los Angeles
90004,West,United States,California,Los Angeles
28052,South,United States,North Carolina,Gastonia
32216,South,United States,Florida,Jacksonville
37130,South,United States,Tennessee,Murfreesboro
92105,West,United States,California,San Diego
30080,South,United States,Georgia,Smyrna
94110,West,United States,California,San Francisco
38109,South,United States,Tennessee,Memphis
60623,Central,United States,Illinois,Chicago
90008,West,United States,California,Los Angeles
62521,Central,United States,Illinois,Decatur
75220,Central,United States,Texas,Dallas
46226,Central,United States,Indiana,Lawrence
76706,Central,United States,Texas,Waco
59102,West,United States,Montana,Billings
6450,East,United States,Connecticut,Meriden
94109,West,United States,California,San Francisco
19140,East,United States,Pennsylvania,Philadelphia
80538,West,United States,Colorado,Loveland
85281,West,United States,Arizona,Tempe
10035,East,United States,New York,New York City
10024,East,United States,New York,New York City
19805,East,United States,Delaware,Wilmington
10035,East,United States,New York,New York City
74133,Central,United States,Oklahoma,Tulsa
22204,South,United States,Virginia,Arlington
10024,East,United States,New York,New York City
90045,West,United States,California,Los Angeles
98103,West,United States,Washington,Seattle
85281,West,United States,Arizona,Tempe
27511,South,United States,North Carolina,Cary
45373,East,United States,Ohio,Troy
23602,South,United States,Virginia,Newport News
27360,South,United States,North Carolina,Thomasville
57701,Central,United States,South Dakota,Rapid City
10009,East,United States,New York,New York City
90045,West,United States,California,Los Angeles
19711,East,United States,Delaware,Newark
94122,West,United States,California,San Francisco
1841,East,United States,Massachusetts,Lawrence
77095,Central,United States,Texas,Houston
92503,West,United States,California,Riverside
80525,West,United States,Colorado,Fort Collins
27707,South,United States,North Carolina,Durham
33614,South,United States,Florida,Tampa
43229,East,United States,Ohio,Columbus
45040,East,United States,Ohio,Mason
94122,West,United States,California,San Francisco
6824,East,United States,Connecticut,Fairfield
94110,West,United States,California,San Francisco
33317,South,United States,Florida,Plantation
77070,Central,United States,Texas,Houston
94109,West,United States,California,San Francisco
90004,West,United States,California,Los Angeles
42420,South,United States,Kentucky,Henderson
90045,West,United States,California,Los Angeles
37064,South,United States,Tennessee,Franklin
60623,Central,United States,Illinois,Chicago
60505,Central,United States,Illinois,Aurora
55407,Central,United States,Minnesota,Minneapolis
90008,West,United States,California,Los Angeles
94601,West,United States,California,Oakland
32303,South,United States,Florida,Tallahassee
90805,West,United States,California,Long Beach
60653,Central,United States,Illinois,Chicago
19143,East,United States,Pennsylvania,Philadelphia
6360,East,United States,Connecticut,Norwich
47374,Central,United States,Indiana,Richmond
10009,East,United States,New York,New York City
47374,Central,United States,Indiana,Richmond
94122,West,United States,California,San Francisco
1453,East,United States,Massachusetts,Leominster
95051,West,United States,California,Santa Clara
19143,East,United States,Pennsylvania,Philadelphia
92646,West,United States,California,Huntington Beach
19143,East,United States,Pennsylvania,Philadelphia
44060,East,United States,Ohio,Mentor
85705,West,United States,Arizona,Tucson
73120,Central,United States,Oklahoma,Oklahoma City
75081,Central,United States,Texas,Dallas
48234,Central,United States,Michigan,Detroit
63301,Central,United States,Missouri,Saint Charles
60653,Central,United States,Illinois,Chicago
90049,West,United States,California,Los Angeles
19140,East,United States,Pennsylvania,Philadelphia
90045,West,United States,California,Los Angeles
90004,West,United States,California,Los Angeles
33710,South,United States,Florida,Saint Petersburg
60610,Central,United States,Illinois,Chicago
90032,West,United States,California,Los Angeles
77095,Central,United States,Texas,Houston
98103,West,United States,Washington,Seattle
70506,South,United States,Louisiana,Lafayette
10024,East,United States,New York,New York City
60076,Central,United States,Illinois,Skokie
48640,Central,United States,Michigan,Midland
37211,South,United States,Tennessee,Nashville
45503,East,United States,Ohio,Springfield
27834,South,United States,North Carolina,Greenville
13501,East,United States,New York,Utica
94109,West,United States,California,San Francisco
33021,South,United States,Florida,Hollywood
10035,East,United States,New York,New York City
14609,East,United States,New York,Rochester
92105,West,United States,California,San Diego
48234,Central,United States,Michigan,Detroit
63301,Central,United States,Missouri,Saint Charles
10024,East,United States,New York,New York City
90032,West,United States,California,Los Angeles
75217,Central,United States,Texas,Dallas
60653,Central,United States,Illinois,Chicago
43229,East,United States,Ohio,Columbus
79424,Central,United States,Texas,Lubbock
65807,Central,United States,Missouri,Springfield
42420,South,United States,Kentucky,Henderson
20735,East,United States,Maryland,Clinton
95661,West,United States,California,Roseville
30076,South,United States,Georgia,Roswell
19134,East,United States,Pennsylvania,Philadelphia
28403,South,United States,North Carolina,Wilmington
20735,East,United States,Maryland,Clinton
92704,West,United States,California,Santa Ana
47905,Central,United States,Indiana,Lafayette
10009,East,United States,New York,New York City
78041,Central,United States,Texas,Laredo
43055,East,United States,Ohio,Newark
33319,South,United States,Florida,Tamarac
93727,West,United States,California,Fresno
43229,East,United States,Ohio,Columbus
98661,West,United States,Washington,Vancouver
85023,West,United States,Arizona,Phoenix
43302,East,United States,Ohio,Marion
19140,East,United States,Pennsylvania,Philadelphia
19601,East,United States,Pennsylvania,Reading
14609,East,United States,New York,Rochester
85281,West,United States,Arizona,Tempe
8861,East,United States,New Jersey,Perth Amboy
98103,West,United States,Washington,Seattle
63116,Central,United States,Missouri,Saint Louis
90032,West,United States,California,Los Angeles
90045,West,United States,California,Los Angeles
21215,East,United States,Maryland,Baltimore
32303,South,United States,Florida,Tallahassee
19805,East,United States,Delaware,Wilmington
46226,Central,United States,Indiana,Lawrence
94110,West,United States,California,San Francisco
71111,South,United States,Louisiana,Bossier City
31907,South,United States,Georgia,Columbus
10009,East,United States,New York,New York City
